137167,50605,743 
136070,50965,743 
135094,51145,743 
133204,51505,743 
131283,51865,743 
129454,52226,743 
128173,52586,743 
126771,52766,743 
124698,53126,744 
122594,53486,743 
120582,53846,743 
119240,54207,743 
117777,54387,743 
115795,54747,743 
113905,54927,743 
112350,55287,743 
110643,55647,743 
109728,55827,743 
109484,56008,744 
108783,56368,744 
107289,56728,743 
107228,56908,744 
106314,57268,742 
106009,57448,743 
105704,57808,743 
105399,57988,743 
105155,58349,743 
105125,58529,743 
105125,58709,743 
104820,59069,743 
104637,59429,744 
104545,59609,743 
104362,59969,743 
104210,60150,743 
103905,60330,743 
103570,60690,743 
103143,60870,743 
102868,61230,743 
102472,61410,743 
101954,61590,743 
101344,61950,744 
100460,62311,743 
99972,62491,743 
99301,62671,743 
98692,62851,743 
98295,63031,744 
96984,63211,743 
96497,63391,743 
95582,63571,743 
93997,63751,743 
93417,63931,743 
92289,64112,743 
90399,64292,743 
89728,64472,744 
88509,64472,742 
86588,64832,742 
85917,64832,743 
84545,65012,744 
82716,65192,743 
82076,65372,742 
80643,65552,743 
78783,65732,743 
78173,65912,743 
77015,65912,743 
75307,66093,743 
74728,66273,744 
73631,66453,744 
72076,66633,743 
71557,66633,742 
70551,66813,743 
69545,66993,743 
69149,67173,743 
68356,67173,744 
67777,67353,744 
67686,67533,742 
67442,67533,743 
67625,67713,744 
67716,67893,743 
68112,67893,744 
68997,68254,743 
69393,68254,743 
70429,68434,743 
71984,68614,743 
72655,68614,743 
73814,68794,744 
75612,68974,743 
76161,69154,743 
77228,69334,743 
78600,69514,743 
79027,69694,743 
80003,69694,743 
80826,70055,743 
81100,70055,743 
81618,70235,743 
82320,70415,744 
82411,70595,743 
82625,70775,744 
82594,70955,743 
82503,70955,743 
82259,71135,743 
81771,71315,743 
81588,71495,742 
81009,71675,743 
79911,71855,743 
79576,72036,744 
78783,72036,743 
77503,72396,745 
77106,72396,743 
76131,72576,744 
74606,72756,743 
74088,72936,743 
73021,72936,743 
71192,73116,743 
70551,73296,744 
69240,73296,743 
67015,73476,743 
66192,73656,742 
64576,73656,743 
61771,73836,743 
60856,74017,743 
58905,74017,743 
55673,74197,743 
54606,74377,742 
52381,74377,743 
48753,74557,743 
47564,74557,743 
45247,74557,743 
41253,74737,743 
39972,74737,743 
37503,74917,743 
33661,74917,743 
32350,74917,743 
29850,75097,743 
26100,75097,744 
24850,75097,743 
22533,75097,744 
19454,75277,743 
18417,75277,744 
16557,75277,743 
14118,75277,743 
13326,75277,744 
11862,75277,742 
10033,75277,743 
9545,75277,743 
8570,75277,743 
7990,75277,742 
7686,75277,743 
7076,75457,744 
6923,75457,743 
6710,75457,743 
6588,75457,743 
6588,75457,743 
6436,75457,744 
6405,75457,743 
6557,75457,742 
6832,75457,744 
6954,75457,743 
7320,75457,742 
7594,75457,743 
7990,75457,743 
8478,75457,743 
8783,75457,743 
9271,75457,743 
9667,75457,744 
10247,75457,743 
10887,75637,742 
11283,75637,742 
12259,75637,743 
12533,75637,743 
13234,75637,743 
14088,75637,743 
14362,75637,743 
14728,75817,744 
15490,75817,743 
15704,75817,743 
16131,75817,743 
16436,75817,744 
16527,75817,743 
16740,75997,743 
16954,75997,743 
16954,75997,743 
17228,75997,743 
17381,75997,743 
17381,75997,744 
17442,76178,743 
17899,76178,743 
18021,76178,743 
18204,76178,744 
18783,76178,743 
19118,76358,743 
19606,76358,743 
20460,76358,743 
20887,76358,744 
21557,76358,743 
22747,76538,743 
23204,76538,743 
24027,76538,743 
25643,76718,742 
26131,76718,743 
27228,76718,744 
28936,76718,743 
29606,76898,743 
30856,76898,744 
32807,77078,744 
33417,77078,743 
34820,77078,742 
36710,77258,744 
37350,77258,743 
38509,77258,743 
40186,77438,744 
40734,77438,743 
41557,77618,743 
42716,77618,743 
43143,77798,743 
43692,77798,743 
44515,77978,743 
44667,77978,743 
45094,78159,743 
45460,78159,743 
45521,78339,743 
45460,78339,744 
45521,78519,743 
45429,78519,743 
44942,78519,743 
44271,78699,743 
43936,78699,743 
43112,78879,744 
41862,78879,743 
41466,79059,743 
40582,79059,743 
39149,79239,743 
38661,79239,743 
37716,79239,743 
36253,79419,743 
35795,79419,743 
34698,79419,744 
33265,79599,744 
32838,79599,743 
32076,79599,743 
30948,79779,743 
30490,79779,743 
29667,79779,744 
28783,79959,743 
28478,79959,743 
27807,79959,743 
26984,80140,743 
26710,80140,743 
26161,80140,743 
25307,80140,744 
25033,80320,743 
24698,80320,743 
23753,80320,744 
23509,80320,743 
22899,80320,744 
21984,80500,743 
21618,80500,743 
20795,80500,743 
19667,80500,743 
19149,80500,743 
18265,80680,743 
17015,80680,743 
16436,80680,744 
15460,80680,745 
13783,80680,744 
13265,80680,744 
12289,80680,744 
10612,80860,744 
10064,80860,744 
8966,80860,743 
7960,80860,743 
7411,80860,743 
6436,80860,743 
5978,80860,743 
4972,80860,743 
4088,80860,743 
3692,80860,743 
2899,80860,744 
2533,80860,743 
1862,80860,743 
1436,80860,743 
1161,80860,743 
673,80860,744 
521,80860,743 
307,80860,743 
307,80860,742 
460,80860,743 
643,80860,743 
826,80860,743 
1100,80860,743 
1222,80860,743 
1832,80860,742 
2350,80860,743 
2564,80860,743 
2716,80860,744 
2929,80860,742 
3600,80860,743 
3997,80860,743 
4240,80860,743 
4789,80860,744 
5033,80860,743 
5856,80860,743 
6100,80860,744 
6771,80860,743 
7472,80860,743 
7807,80860,743 
8692,80860,743 
8966,81040,743 
9515,81040,744 
10033,81040,743 
10429,81040,744 
11283,81040,743 
11436,81040,743 
11771,81040,744 
12503,81040,743 
12655,81040,743 
12990,81220,743 
13356,81220,743 
13448,81220,743 
13509,81220,743 
13570,81220,742 
13539,81220,743 
13539,81220,743 
13448,81400,744 
13356,81400,743 
13143,81400,743 
12807,81400,743 
12625,81400,744 
12289,81400,743 
11557,81400,743 
11283,81400,743 
10826,81400,744 
10125,81580,743 
9789,81580,743 
9118,81580,743 
8600,81580,744 
8326,81580,743 
7716,81580,743 
7472,81580,744 
6893,81580,743 
